episode,total_step,group_id,theta_pv,theta_svc,theta_cap,line_loss_mwh,violation_steps,event_day,pf_fail_steps
24,2400,4,1.137967824935913,0.9222871661186218,0.4017391502857208,2.2158115646343717,23,1,0
25,2496,5,1.378319501876831,1.0733004808425903,0.807685136795044,3.50451891558986,33,1,0
26,2592,1,1.0809818506240845,0.7887106537818909,0.8545505404472351,2.2566722739995475,19,1,0
27,2688,6,1.4458041191101074,1.17891263961792,0.09629277139902115,3.723089555635251,36,1,0
28,2784,0,0.9125086069107056,1.0658539533615112,0.4904329478740692,2.170406973390037,23,1,0
29,2880,7,1.1154159307479858,1.3344998359680176,0.8122861385345459,2.9419699734168048,21,1,0
30,2976,2,0.956649661064148,1.4065383672714233,0.09342361241579056,2.6505502762687643,18,1,0
31,3072,3,0.7505494952201843,1.3612480163574219,0.9290676712989807,2.4827577273430594,17,1,0
32,3168,1,0.8542871475219727,0.9532855749130249,0.7157264351844788,1.950187882418816,16,1,0
33,3264,3,1.0538889169692993,1.2576459646224976,0.7773094773292542,2.642797750772802,30,1,0
34,3360,7,1.3637781143188477,1.2693277597427368,0.7223224639892578,3.0638628252427247,26,1,0
35,3456,4,1.20680570602417,0.7618182301521301,0.2900090217590332,2.4234018222884495,25,1,0
36,3552,0,1.0038964748382568,0.8269957900047302,0.3154442608356476,2.0115875651099135,25,1,0
37,3648,5,1.4916486740112305,0.9219518303871155,0.652317225933075,3.1404159542528567,35,1,0
38,3744,6,1.176655650138855,1.122429609298706,0.4376835525035858,2.6606099352557133,28,1,0
39,3840,2,0.9737474918365479,1.4895259141921997,0.473039835691452,2.7801819552393527,18,1,0
40,3936,3,0.7911746501922607,1.3752654790878296,0.9245325326919556,2.528910997773106,10,1,0
41,4032,0,0.9077653884887695,0.721329927444458,0.06954272836446762,1.7614013520230478,15,1,0
42,4128,7,1.2977007627487183,1.3010227680206299,0.5271120667457581,3.234156430579711,28,1,0
43,4224,4,1.1856135129928589,0.7436048984527588,0.2674521505832672,1.9432609674384984,17,1,0
44,4320,1,0.8446376323699951,1.0904169082641602,0.5032875537872314,1.8405180235763756,6,1,0
45,4416,2,0.8735305666923523,1.3120399713516235,0.2568371295928955,2.120516027621986,12,1,0
46,4512,6,1.428659200668335,1.239861249923706,0.027280168607831,3.344310213271018,30,1,0
47,4608,5,1.1467348337173462,0.9378085732460022,0.6268448829650879,2.1016386844424164,16,1,0
48,4704,7,1.4916987419128418,1.3899192810058594,0.6820887923240662,3.582005176020406,37,1,0
49,4800,4,1.153461217880249,1.0015180110931396,0.006962903775274754,2.2084759777601923,27,1,0
50,4896,3,0.9103754758834839,1.1330113410949707,0.7663402557373047,2.186953734753902,19,1,0
51,4992,1,0.7786687016487122,0.8970378637313843,0.6465682983398438,1.5944199109098316,10,1,0
52,5088,2,0.7539714574813843,1.4519217014312744,0.1407884806394577,2.3228168935143345,7,1,0
53,5184,0,0.723663866519928,0.8303337693214417,0.1584668606519699,1.3820460911131216,6,1,0
54,5280,6,1.124948263168335,1.3932247161865234,0.41388821601867676,2.788928735407128,19,1,0
55,5376,5,1.3383570909500122,0.8765450119972229,0.9874439835548401,2.6358361417531757,25,1,0
56,5472,1,0.8103468418121338,0.9656912088394165,0.586284339427948,1.6022218235725554,13,1,0
57,5568,0,0.8325828313827515,1.0167797803878784,0.39195337891578674,1.710866885568018,9,1,0
58,5664,2,1.0928288698196411,1.3330252170562744,0.06730775535106659,2.6023995814949035,24,1,0
59,5760,6,1.3141119480133057,1.3288525342941284,0.49992835521698,2.890714858294226,23,1,0
60,5856,7,1.3049291372299194,1.3669553995132446,0.901862621307373,3.1399451260199513,21,1,0
61,5952,3,1.048546552658081,1.1073886156082153,0.637006938457489,2.168618779292694,11,1,0
62,6048,4,1.44383704662323,1.054559350013733,0.08293942362070084,3.0788777299891334,34,1,0
63,6144,5,1.2246824502944946,0.7269992232322693,0.9342551827430725,2.0513591840793075,18,1,0
64,6240,0,1.0368871688842773,0.9027586579322815,0.042772598564624786,1.9013490701235518,22,1,0
65,6336,7,1.3089195489883423,1.3713778257369995,0.6236640810966492,2.968659500731897,22,1,0
66,6432,2,0.7439631223678589,1.449095368385315,0.2474307268857956,2.259821058956685,6,1,0
67,6528,6,1.269545316696167,1.4757695198059082,0.29869064688682556,2.806016555320654,14,1,0
68,6624,5,1.4423842430114746,0.9875993132591248,0.8023432493209839,2.696414675610181,18,1,0
69,6720,3,0.7493811249732971,1.4245935678482056,0.7384765148162842,2.231697572739444,3,1,0
70,6816,1,0.7882758378982544,0.827599287033081,0.8306645750999451,1.5192872913246733,6,1,0
71,6912,4,1.2925471067428589,0.7846245169639587,0.15238720178604126,2.084435957852352,25,1,0
72,7008,4,1.2512739896774292,0.9931241869926453,0.2772580683231354,2.557334374471903,24,1,0
73,7104,6,1.3934293985366821,1.2295905351638794,0.036406565457582474,2.6082741380379697,18,1,0
74,7200,1,0.9443914294242859,0.8344886898994446,0.5263580083847046,1.6802573639370224,15,1,0
75,7296,0,1.047109603881836,1.0385545492172241,0.04811597615480423,2.1545484777674275,22,1,0
76,7392,5,1.157678484916687,0.7069558501243591,0.6312156319618225,1.7419990355941566,17,1,0
77,7488,2,0.9383106827735901,1.2846741676330566,0.3557863235473633,2.2303090019546477,13,1,0
78,7584,7,1.1457206010818481,1.2990100383758545,0.8056864738464355,2.715294251215227,17,1,0
79,7680,3,0.8482173681259155,1.3456685543060303,0.6743013262748718,2.3781100583950727,14,1,0
80,7776,2,0.8233895897865295,1.1808555126190186,0.05706792324781418,1.7964821564797653,9,1,0
81,7872,6,1.2147159576416016,1.3886064291000366,0.16531896591186523,2.8694897555971255,17,1,0
82,7968,5,1.2954567670822144,1.0815987586975098,0.6572691798210144,2.593379045066654,20,1,0
83,8064,7,1.4188145399093628,1.4113941192626953,0.5223901271820068,3.238045895970724,21,1,0
84,8160,0,0.721846342086792,1.0469491481781006,0.09676483273506165,1.602505563236068,8,1,0
85,8256,1,0.9457430243492126,1.0392539501190186,0.9395199418067932,1.8576194654062808,10,1,0
86,8352,4,1.2175883054733276,1.0727711915969849,0.09056557714939117,2.131572417150156,19,1,0
87,8448,3,0.9096997976303101,1.4899165630340576,0.7424196600914001,2.495766704927477,8,1,0
88,8544,2,0.7760200500488281,1.2364691495895386,0.11637269705533981,1.7901159983424773,5,1,0
89,8640,4,1.2766445875167847,0.9870749711990356,0.019191209226846695,2.0840874742246114,19,1,0
90,8736,6,1.27977454662323,1.2963906526565552,0.3707249164581299,2.4889659807630222,15,1,0
91,8832,7,1.1328423023223877,1.154943823814392,0.9355340600013733,2.272760239562513,16,1,0
92,8928,1,0.7281934022903442,0.8582867383956909,0.948525071144104,1.367847756464082,3,1,0
93,9024,3,0.7304513454437256,1.1503064632415771,0.6930423378944397,1.7992619972388815,6,1,0
94,9120,0,0.9417111277580261,1.0594558715820312,0.05858277902007103,1.6895341798485966,9,1,0
95,9216,5,1.1448489427566528,1.0603693723678589,0.6729153990745544,2.004326496007845,12,1,0
96,9312,5,1.1794034242630005,0.9312990307807922,0.8484821915626526,2.099873608529914,16,1,0
97,9408,4,1.1536458730697632,1.0625375509262085,0.2439756691455841,1.8534982196885783,12,1,0
98,9504,3,0.9191451668739319,1.3817472457885742,0.7791538834571838,2.3516918186234874,12,1,0
99,9600,1,0.9893468022346497,0.7831360101699829,0.8627336621284485,1.5841410100808002,8,1,0
100,9696,6,1.1138989925384521,1.2531733512878418,0.057617805898189545,2.3455707648932957,15,1,0
101,9792,2,0.9832552075386047,1.469340205192566,0.11030028760433197,2.383289496218873,7,1,0
102,9888,7,1.3469871282577515,1.3610745668411255,0.961267352104187,2.978115093897984,20,1,0
103,9984,0,0.9998120069503784,1.0138722658157349,0.23708799481391907,1.8049339012456551,11,1,0
104,10080,2,1.090569019317627,1.333741307258606,0.05905531719326973,2.3394999333641158,17,1,0
105,10176,3,0.834177553653717,1.3283888101577759,0.9132425785064697,2.287079206636352,7,1,0
106,10272,6,1.339874267578125,1.3783711194992065,0.32760679721832275,2.6963932150301075,14,1,0
107,10368,1,1.0401182174682617,1.0648558139801025,0.5556714534759521,1.809587925254954,9,1,0
108,10464,4,1.1311709880828857,0.7589240670204163,0.26769694685935974,1.5947031836119254,11,1,0
109,10560,5,1.2959622144699097,0.9073074460029602,0.7660850882530212,2.050883192094111,15,1,0
110,10656,0,0.9130361676216125,0.9784832000732422,0.1638508290052414,1.5395136852486655,4,1,0
111,10752,7,1.3871979713439941,1.2094148397445679,0.529200553894043,2.265669880341824,13,1,0
112,10848,5,1.485817313194275,0.7949449419975281,0.6816076636314392,1.8374040743350404,13,1,0
113,10944,1,0.7461421489715576,0.7205317616462708,0.6134251356124878,1.201363118886878,2,1,0
114,11040,7,1.4156540632247925,1.3053693771362305,0.5468540787696838,2.9445568884667175,19,1,0
115,11136,2,0.7970694303512573,1.2979034185409546,0.328029066324234,1.9030739116569289,3,1,0
116,11232,3,1.0700690746307373,1.4072837829589844,0.9113747477531433,2.3957362233273285,5,1,0
117,11328,4,1.121363639831543,0.806251585483551,0.07894603163003922,1.5828020627436195,8,1,0
118,11424,0,0.7056225538253784,1.01744544506073,0.03185708448290825,1.4155917014745865,6,1,0
119,11520,6,1.280373454093933,1.4667315483093262,0.14503178000450134,2.801549652033466,9,1,0
120,11616,0,0.7109792828559875,1.022707223892212,0.049619145691394806,1.4257573753020725,2,1,0
121,11712,2,0.826239824295044,1.3981311321258545,0.10061095654964447,2.0694960028988203,5,1,0
122,11808,5,1.1911818981170654,0.9459385275840759,0.9145942330360413,1.961703328463475,11,1,0
123,11904,6,1.3842788934707642,1.486620545387268,0.20079655945301056,2.7982444178800967,15,1,0
124,12000,7,1.490726113319397,1.1191517114639282,0.773289680480957,2.324728540714803,19,1,0
125,12096,4,1.3572542667388916,0.9484614729881287,0.10905566066503525,1.958717425626507,15,1,0
126,12192,1,0.7052856683731079,0.8093779683113098,0.9986093640327454,1.346999882414315,3,1,0
127,12288,3,0.9410498142242432,1.129637598991394,0.7272297143936157,1.902785778291942,5,1,0
128,12384,5,1.2521551847457886,0.7594212889671326,0.9489378929138184,1.6033140135835728,3,1,0
129,12480,7,1.1044201850891113,1.3235734701156616,0.5983201265335083,2.1732213046722846,5,1,0
130,12576,3,1.012135624885559,1.323786735534668,0.7174317836761475,2.203032868489176,4,1,0
131,12672,4,1.3715239763259888,0.7115030288696289,0.28890448808670044,1.5666110788305916,6,1,0
132,12768,1,0.8368499279022217,0.8352131843566895,0.8623068928718567,1.4567005855440553,5,1,0
133,12864,2,0.7801481485366821,1.4093128442764282,0.3121492266654968,2.0371349238050906,0,0,0
134,12960,0,1.056535005569458,0.9480832815170288,0.31361544132232666,1.5179596693923518,7,1,0
135,13056,6,1.148180603981018,1.2680869102478027,0.010078934021294117,2.034645123803406,3,1,0
136,13152,5,1.4441078901290894,0.8046438097953796,0.7357497811317444,1.8722873813286827,14,1,0
137,13248,1,0.9221591949462891,0.9430609941482544,0.7483090758323669,1.511376612009412,2,1,0
138,13344,7,1.310053825378418,1.2576764822006226,0.9147782325744629,2.366795345741411,7,1,0
139,13440,6,1.2806761264801025,1.236304521560669,0.10144740343093872,2.1030020186263325,10,1,0
140,13536,0,1.0979280471801758,0.7471268177032471,0.24858947098255157,1.3785791814932888,7,1,0
141,13632,4,1.1514338254928589,0.9794378280639648,0.18146823346614838,1.6781070136957523,9,1,0
142,13728,3,0.8575939536094666,1.4243109226226807,0.6356276273727417,2.2379735873833235,2,1,0
143,13824,2,0.7574456334114075,1.148352861404419,0.10821077972650528,1.5792969138868713,1,1,0
144,13920,4,1.4111860990524292,0.946654200553894,0.4089767038822174,1.832032461199986,11,1,0
145,14016,7,1.1302568912506104,1.3615944385528564,0.6429885029792786,2.3115841064832034,10,1,0
146,14112,5,1.1197600364685059,0.9001055359840393,0.5027039647102356,1.5055027214801606,5,1,0
147,14208,6,1.231074571609497,1.394819736480713,0.034478798508644104,2.4416468070966477,9,1,0
148,14304,3,0.7423517107963562,1.3794387578964233,0.8610749840736389,2.103099891024349,2,1,0
149,14400,1,0.8608995079994202,0.7609109282493591,0.7354498505592346,1.293186796750477,3,1,0
150,14496,2,0.9275103807449341,1.2147059440612793,0.1451224982738495,1.7334007885670162,1,1,0
151,14592,0,1.0064187049865723,0.9491488337516785,0.37483641505241394,1.4551215727982334,4,1,0
152,14688,2,1.0251189470291138,1.2593036890029907,0.3267424404621124,1.9648648593205484,4,1,0
153,14784,0,0.7514671087265015,0.7353091239929199,0.31651246547698975,1.127675763773867,0,0,0
154,14880,5,1.4822782278060913,0.982491672039032,0.6195520162582397,2.0950241203039464,13,1,0
155,14976,7,1.2839115858078003,1.2470273971557617,0.7309226989746094,2.3439702513782024,6,1,0
156,15072,1,0.7660772204399109,0.9830066561698914,0.559157133102417,1.4003023356402213,5,1,0
157,15168,3,0.902762234210968,1.2108479738235474,0.990752637386322,1.9548112021861948,1,1,0
158,15264,6,1.1161749362945557,1.298945426940918,0.2197432816028595,2.138322551871527,9,1,0
159,15360,4,1.256364345550537,0.9105140566825867,0.239546000957489,1.711966293068813,8,1,0
160,15456,1,1.0653173923492432,0.9546678066253662,0.5076540112495422,1.5515996609066924,5,1,0
161,15552,4,1.142994999885559,0.7981998324394226,0.45999273657798767,1.5090317976269148,5,1,0
162,15648,7,1.1976734399795532,1.1713147163391113,0.5182297229766846,2.0090343072463757,3,1,0
163,15744,6,1.373361349105835,1.2261998653411865,0.3972688913345337,2.0819532988840237,6,1,0
164,15840,2,0.9164983630180359,1.1917994022369385,0.3376445472240448,1.815669250163517,4,1,0
165,15936,0,0.9399327635765076,1.0525552034378052,0.44205203652381897,1.6726036616766868,2,1,0
166,16032,3,0.7428568601608276,1.3565276861190796,0.8118199706077576,2.010375896620585,0,0,0
167,16128,5,1.2891029119491577,0.8296511769294739,0.7196639776229858,1.6839357968970625,8,1,0
168,16224,6,1.4102890491485596,1.43533456325531,0.35558390617370605,2.517796156376151,10,1,0
169,16320,3,1.0336828231811523,1.168332576751709,0.9616686105728149,1.9322557858423357,1,1,0
170,16416,2,0.8120787143707275,1.2274948358535767,0.0547884926199913,1.6643433544264392,4,1,0
171,16512,5,1.1601120233535767,0.9540883302688599,0.5451325178146362,1.635686786970972,4,1,0
172,16608,0,0.9833605289459229,0.8919259309768677,0.02041088603436947,1.3499974747174988,0,0,0
173,16704,7,1.1431101560592651,1.3308342695236206,0.830223023891449,2.308270240892934,5,1,0
174,16800,1,0.7294004559516907,0.792746365070343,0.743141770362854,1.2072908912482712,1,1,0
175,16896,4,1.4808604717254639,1.0516284704208374,0.01718035899102688,1.812311473130951,6,1,0
176,16992,4,1.2725526094436646,0.9932327270507812,0.4141058027744293,1.6810073117671311,2,1,0
177,17088,0,0.7495549321174622,1.0193305015563965,0.42352530360221863,1.4115663851456064,1,1,0
178,17184,6,1.2193018198013306,1.133407473564148,0.36737385392189026,1.8256759748874418,2,1,0
179,17280,3,0.8834084272384644,1.2830467224121094,0.7334494590759277,1.9531915456787248,0,0,0
180,17376,2,0.9208930730819702,1.4274981021881104,0.3493165373802185,2.096574359085972,1,1,0
181,17472,5,1.3231985569000244,0.7077344655990601,0.8067269325256348,1.4724502383805582,1,1,0
182,17568,1,0.7020663619041443,0.8314841389656067,0.8315473198890686,1.2643400752319143,1,1,0
183,17664,7,1.2745652198791504,1.3064839839935303,0.9773709177970886,2.392875913939428,3,1,0
184,17760,1,0.747835636138916,1.0357481241226196,0.6379691958427429,1.4461313155518412,1,1,0
185,17856,6,1.462916374206543,1.2131880521774292,0.43606966733932495,2.2371803028562227,5,1,0
186,17952,3,0.8234428763389587,1.1432548761367798,0.8422221541404724,1.7905235724170285,1,1,0
187,18048,7,1.4414036273956299,1.2077553272247314,0.8861010670661926,2.218098239416494,5,1,0
188,18144,0,1.0842968225479126,0.7035866975784302,0.004158164840191603,1.2322775140196796,1,1,0
189,18240,4,1.180891752243042,0.7934154272079468,0.2666556239128113,1.4509020382598665,7,1,0
190,18336,5,1.3778308629989624,1.0710556507110596,0.6265299320220947,1.865687163543245,4,1,0
191,18432,2,0.9731864333152771,1.3133649826049805,0.2651163637638092,1.9606352141428147,2,1,0
192,18528,5,1.1147969961166382,0.8620486259460449,0.9934539794921875,1.5512038440915643,3,1,0
193,18624,0,0.907042384147644,0.9418386816978455,0.1458420753479004,1.300366671250098,1,1,0
194,18720,6,1.240848422050476,1.1922887563705444,0.12809555232524872,1.8803392073740852,5,1,0
195,18816,3,0.9442567229270935,1.1944198608398438,0.6862070560455322,1.7993756414220872,0,0,0
196,18912,7,1.1472434997558594,1.3805973529815674,0.7996113896369934,2.3267490347076527,3,1,0
197,19008,2,0.767305850982666,1.2371553182601929,0.05625202879309654,1.5987272236267025,0,0,0
198,19104,1,0.8245733976364136,0.9555514454841614,0.8508666157722473,1.4006667522375233,0,0,0
199,19200,4,1.4017276763916016,0.8025410175323486,0.385327011346817,1.502518996475488,6,1,0
200,19296,0,0.8026059865951538,1.0890146493911743,0.27232813835144043,1.4302935328531414,1,1,0
201,19392,1,1.054993748664856,0.8627558946609497,0.5393829941749573,1.3415043832826419,1,1,0
202,19488,7,1.2873557806015015,1.2353932857513428,0.8964359164237976,2.24621690073641,2,1,0
203,19584,5,1.4511091709136963,0.9110726118087769,0.5404955148696899,1.7743510166486065,10,1,0
204,19680,4,1.1487994194030762,0.7093523740768433,0.12588702142238617,1.2628025213228335,1,1,0
205,19776,3,0.875458836555481,1.3977097272872925,0.9927695393562317,2.247189244108493,1,1,0
206,19872,2,0.7049698233604431,1.4081292152404785,0.37291818857192993,1.8866319123949462,0,0,0
207,19968,6,1.1218657493591309,1.3628108501434326,0.16679076850414276,2.0293553574197856,1,1,0
208,20064,6,1.1066709756851196,1.177162766456604,0.4942982792854309,1.797352866627207,1,1,0
209,20160,2,1.099879503250122,1.2218436002731323,0.33493345975875854,1.8451578467599752,4,1,0
210,20256,3,0.8134514093399048,1.3041127920150757,0.7778096795082092,1.89433126665207,0,0,0
211,20352,7,1.3690688610076904,1.3308645486831665,0.5286966562271118,2.3011449358225415,6,1,0
212,20448,5,1.4563953876495361,0.7860464453697205,0.5488329529762268,1.713938847589652,5,1,0
213,20544,4,1.1690165996551514,0.7411580681800842,0.10861387848854065,1.3322245580956487,3,1,0
214,20640,1,0.8303029537200928,0.8998188376426697,0.5837197303771973,1.2532660953577281,1,1,0
215,20736,0,1.0021601915359497,0.8848096132278442,0.4286537170410156,1.3637405537768326,0,0,0
216,20832,6,1.4339447021484375,1.3222955465316772,0.3793390691280365,2.2945139218253776,3,1,0
217,20928,5,1.4592385292053223,0.9786566495895386,0.7132508158683777,1.9050613942569503,13,1,0
218,21024,0,1.0800458192825317,0.8800849318504333,0.4803999066352844,1.3673988424791157,3,1,0
219,21120,7,1.3327833414077759,1.1288673877716064,0.6538279056549072,1.8889291860607573,5,1,0
220,21216,3,0.8128317594528198,1.2622343301773071,0.7769752144813538,1.774239826669551,0,0,0
221,21312,1,0.8640526533126831,0.8375527262687683,0.8825897574424744,1.3136665753208152,0,0,0
222,21408,4,1.1792656183242798,1.0811474323272705,0.16497403383255005,1.5700549978975293,1,1,0
223,21504,2,0.9222494959831238,1.173912525177002,0.15941199660301208,1.5455032228701007,0,0,0
224,21600,0,0.8666154146194458,0.9958418607711792,0.35247504711151123,1.375407688783925,0,0,0
225,21696,6,1.2907321453094482,1.3688609600067139,0.031172825023531914,2.1808285683785744,2,1,0
226,21792,5,1.300565481185913,0.7635166049003601,0.8864973187446594,1.5389319004800295,3,1,0
227,21888,3,0.8038175106048584,1.352321982383728,0.6744933724403381,1.9525647998087716,0,0,0
228,21984,4,1.269875168800354,0.8628473281860352,0.4066537618637085,1.4474431548798377,3,1,0
229,22080,1,0.9648762345314026,0.8562327027320862,0.688795804977417,1.3931311616990325,1,1,0
230,22176,2,1.0082907676696777,1.125978708267212,0.17031525075435638,1.632326387341727,1,1,0
231,22272,7,1.3159174919128418,1.3817188739776611,0.7390643358230591,2.4181740155533844,6,1,0
232,22368,6,1.499786138534546,1.204634666442871,0.019494909793138504,2.0038088585188536,3,1,0
233,22464,0,0.9839011430740356,1.0623809099197388,0.4058551490306854,1.5512011501030925,2,1,0
234,22560,5,1.3923351764678955,0.8032243847846985,0.762597918510437,1.5926387341184556,2,1,0
235,22656,2,0.7416091561317444,1.360081434249878,0.08709526062011719,1.8408059087961057,1,1,0
236,22752,4,1.2983911037445068,0.800818681716919,0.2534758150577545,1.457521803928576,2,1,0
237,22848,1,1.0438815355300903,0.7836667895317078,0.939047634601593,1.452502160992167,1,1,0
238,22944,3,1.0183643102645874,1.4127875566482544,0.8097889423370361,2.217923421494823,0,0,0
239,23040,7,1.4514832496643066,1.168359637260437,0.7161580920219421,2.031150925050539,3,1,0
240,23136,1,0.9320031404495239,0.8545156121253967,0.966682493686676,1.402935250594009,0,0,0
241,23232,7,1.2322922945022583,1.2946038246154785,0.5933853387832642,2.106981205421884,3,1,0
242,23328,0,1.0247186422348022,0.7905125617980957,0.10105842351913452,1.1862264803662055,0,0,0
243,23424,6,1.2802001237869263,1.38750422000885,0.3400764465332031,2.260210210367136,1,1,0
244,23520,2,0.7080631256103516,1.3172402381896973,0.48235735297203064,1.7993241787557113,0,0,0
245,23616,5,1.1822630167007446,0.9333968758583069,0.6690683960914612,1.5423249720023549,0,0,0
246,23712,3,0.9007616639137268,1.1247873306274414,0.796924352645874,1.7031257851915373,0,0,0
247,23808,4,1.4762318134307861,0.9769638180732727,0.4872976243495941,1.8442366089752755,2,1,0
248,23904,1,0.816744327545166,0.8628881573677063,0.8177731037139893,1.2795596833454934,0,0,0
249,24000,3,0.8216906785964966,1.1561859846115112,0.8599292039871216,1.6684065602174287,0,0,0
250,24096,0,0.8773725628852844,1.044802188873291,0.08484287559986115,1.3982254462378336,0,0,0
251,24192,4,1.1097123622894287,1.0893967151641846,0.2159305065870285,1.606200151179894,1,1,0
252,24288,5,1.3359562158584595,0.8327796459197998,0.8424630165100098,1.7018620575325738,1,1,0
253,24384,2,0.7172893285751343,1.21722412109375,0.09380608052015305,1.5590614954964728,0,0,0
254,24480,7,1.2572270631790161,1.3568569421768188,0.6078768968582153,2.1979260556147513,1,1,0
255,24576,6,1.1394073963165283,1.3468159437179565,0.30304083228111267,2.100915907741663,2,1,0
256,24672,5,1.293951392173767,0.9766843914985657,0.7940454483032227,1.641424652670514,0,0,0
257,24768,6,1.3638734817504883,1.1108579635620117,0.2739203870296478,1.7957410523463182,0,0,0
258,24864,2,1.0371298789978027,1.140066385269165,0.30718833208084106,1.6365760493231787,0,0,0
259,24960,0,1.0508238077163696,1.0145277976989746,0.1448604017496109,1.494107251790227,2,1,0
260,25056,4,1.3103976249694824,0.7992949485778809,0.4214121401309967,1.3610220642381274,0,0,0
261,25152,3,0.8172422051429749,1.454407811164856,0.9455016851425171,2.231135219349169,1,1,0
262,25248,7,1.2944458723068237,1.2892460823059082,0.6748006939888,2.1327450631261766,1,1,0
263,25344,1,0.9968323707580566,1.0556976795196533,0.9333640336990356,1.6668661335681474,0,0,0
264,25440,7,1.4921090602874756,1.3294914960861206,0.6772138476371765,2.300765660659155,2,1,0
265,25536,3,0.9388197660446167,1.1590865850448608,0.7686688899993896,1.7893554458657057,0,0,0
266,25632,4,1.4545520544052124,0.7762926816940308,0.04336392506957054,1.4544819138221015,3,1,0
267,25728,0,0.8252634406089783,0.8685455322265625,0.16770455241203308,1.2196147371029822,1,1,0
268,25824,2,0.8664028644561768,1.378183126449585,0.05334524065256119,1.826679543873125,0,0,0
269,25920,6,1.1940702199935913,1.357293963432312,0.4663935601711273,2.069658080028502,1,1,0
270,26016,1,0.846964418888092,0.7186136841773987,0.5056533813476562,1.1104513799201845,0,0,0
271,26112,5,1.366836667060852,1.0840526819229126,0.8824682831764221,1.8921820055335599,3,1,0
272,26208,6,1.4056577682495117,1.3797246217727661,0.4061146676540375,2.299380994261749,1,1,0
273,26304,2,1.0174256563186646,1.4940887689590454,0.12075011432170868,2.1817582602649903,0,0,0
274,26400,5,1.3720850944519043,0.7193154096603394,0.7347537279129028,1.482257108491029,1,1,0
275,26496,4,1.4560645818710327,0.756976842880249,0.14856407046318054,1.44446380235157,0,0,0
276,26592,7,1.3755041360855103,1.2315415143966675,0.6089109778404236,2.036272949707621,5,1,0
277,26688,3,0.7139201164245605,1.4824289083480835,0.8440290093421936,2.219060125966506,0,0,0
278,26784,0,0.7607395648956299,1.0460931062698364,0.4218529164791107,1.3869508356009908,0,0,0
279,26880,1,0.8081132173538208,1.0980775356292725,0.8549947738647461,1.598750555284286,0,0,0
280,26976,3,0.7000988721847534,1.1839470863342285,0.6630575060844421,1.5998199021940889,0,0,0
281,27072,4,1.4156070947647095,1.0145851373672485,0.4433663487434387,1.6731874347808287,1,1,0
282,27168,2,0.7438138723373413,1.44314444065094,0.010335988365113735,1.9510130561104715,0,0,0
283,27264,6,1.312508225440979,1.1768372058868408,0.12923753261566162,1.8610904828458237,3,1,0
284,27360,7,1.4248446226119995,1.2022733688354492,0.643147885799408,1.9859375361053748,1,1,0
285,27456,0,1.0887519121170044,0.7461614608764648,0.16473324596881866,1.2100780310871087,1,1,0
286,27552,5,1.1488903760910034,1.001951813697815,0.7396826148033142,1.6165729348685547,0,0,0
287,27648,1,1.0853116512298584,1.0862059593200684,0.7375658750534058,1.626972290493782,0,0,0
